[ANIM_META]
AnimIndex,Name,mDuration_ticks,mTicksPerSecond,FrameCount,Duration_sec
0,mixamo.com,24.0000,24.0000,25,1.000000

[RAW_KEYS] AnimIndex=0
Channel,KeyType,KeyIndex,mTime_ticks
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,4,3.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,5,-inf
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,6,-0.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,7,0.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,8,6.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,9,-inf
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,10,-0.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,11,-0.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,12,9.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,13,-inf
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,14,-0.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,15,0.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,16,12.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,17,-inf
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,18,-0.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,19,0.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,20,15.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,21,-inf
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,22,-0.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,23,0.000003
mixamorig:LeftFoot_$AssimpFbx$_Rotation,ROT,24,18.000000
mixamorig:LeftFoot_$AssimpFbx$_Rotation,SCL,0,0.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,POS,0,0.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,0,0.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,1,-inf
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,2,0.000001
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,3,-0.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,4,3.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,5,-inf
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,6,0.000379
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,7,-0.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,8,6.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,9,-inf
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,10,0.000652
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,11,-0.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,12,9.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,13,-inf
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,14,0.000054
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,15,-0.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,16,12.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,17,-inf
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,18,0.000010
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,19,-0.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,20,15.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,21,-inf
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,22,0.000056
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,23,-0.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,ROT,24,18.000000
mixamorig:LeftForeArm_$AssimpFbx$_Rotation,SCL,0,0.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,POS,0,0.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,0,0.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,1,-inf
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,2,0.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,3,0.000004
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,4,3.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,5,-inf
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,6,-0.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,7,0.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,8,6.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,9,-inf
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,10,0.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,11,0.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,12,9.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,13,-inf
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,14,0.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,15,0.000078
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,16,12.000000
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,17,-inf
mixamorig:LeftHand_$AssimpFbx$_Rotation,ROT,18,0.000000
